roop,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200
6,0.578063321,0.355008834,0.764142347,0.217068205,0.91944023,0.822086104,0.337333179,0.053055707,0.276924107,0.420337789,0.24359968,0.971601867,0.08531139,0.11714915,0.311769734,0.68598713,0.706051463,0.734074818,0.632954716,0.178010821,0.529530643,0.800789367,0.701325088,0.376841589,0.10469154,0.153031864,0.488070749,0.514998936,0.170230473,0.886165744,0.936602331,0.049516737,0.983186904,0.637167172,0.644700012,0.986321467,0.569793013,0.113420668,0.394272645,0.065564656,0.837084577,0.432825242,0.660665825,0.471891861,0.774497266,0.400782114,0.223229619,0.291144695,0.157530181,0.825749395,0.503646868,0.090400197,0.677220791,0.588654433,0.348875309,0.724332059,0.648346715,0.562251277,0.274504218,0.714641379,0.784874371,0.193248559,0.551979418,0.490058032,0.035469223,0.016271699,0.716277576,0.027959923,0.447074543,0.246934327,0.011333187,0.022290579,0.326436602,0.071031146,0.816696151,0.438168171,0.518129319,0.615530345,0.758884448,0.608741988,0.54236247,0.969235323,0.95354074,0.895791422,0.061282419,0.926584266,0.134827245,0.001269277,0.854725867,0.906401133,0.506450982,0.931208819,0.7413054,0.28689366,0.19919299,0.85616236,0.861889648,0.8469755,0.121940866,0.033928325,0.998882043,0.106856751,0.350077616,0.976217171,0.043295166,0.991757168,0.13912348,0.922557811,0.903857689,0.942584067,0.097532996,0.284033644,0.884548798,0.305308163,0.007825134,0.747006825,0.466206257,0.962166915,0.180721431,0.084546722,0.169222287,0.87100777,0.142659138,0.371838195,0.397077223,0.254782119,0.807536868,0.238653234,0.077829256,0.590149576,0.160027804,0.229163308,0.767990181,0.522138156,0.78556269,0.831828706,0.948815778,0.211151213,0.145531664,0.20981392,0.297890629,0.844780292,0.202765644,0.671223415,0.957876091,0.455110526,0.26556896,0.462391757,0.058294499,0.911012282,0.322637255,0.230096344,0.125568174,0.18896698,0.364031642,0.778323268,0.257281799,0.333918639,0.303081958,0.389561132,0.572264281,0.451782977,0.875397531,0.341264195,0.582000441,0.260447574,0.480940886,0.411768932,0.682937759,0.315714922,0.799285226,0.38345234,0.696667387,0.654976642,0.89289565,0.738831719,0.666009235,0.792650262,0.441041517,0.866588227,0.604264657,0.368362924,0.691025453,0.614135815,0.407197453,0.416815171,0.629581764,0.425882993,0.477755082,0.813950715,0.620991325,0.495102151,0.533017947,0.752900508,0.538762194,0.548191044,0.727603626,0.557657208,0.656385367,0.59724674
6,0.72621694,0.155481497,0.315580529,0.248400258,0.361534827,0.967609605,0.676300646,0.902231459,0.18483797,0.501184197,0.051331906,0.772669556,0.444577307,0.595879907,0.552222703,0.829980458,0.42366137,0.232985081,0.510126134,0.124781331,0.430714241,0.806266535,0.071811429,0.308623105,0.837279423,0.299019438,0.105600041,0.858214538,0.834385851,0.97432111,0.66324614,0.946097709,0.712448688,0.082907887,0.76643309,0.91215123,0.752875973,0.70321679,0.990260609,0.506352007,0.484522219,0.814906668,0.982559171,0.986978856,0.99964602,0.926235164,0.940533346,0.977963548,0.935088619,0.933204036,0.921824164,0.895243961,0.652420628,0.955731502,0.878727653,0.954768098,0.851530656,0.892095992,0.90802299,0.8825659,0.871675461,0.885979801,0.823566416,0.793186709,0.64198886,0.193959619,0.77711399,0.867301348,0.063615516,0.840708921,0.28391911,0.79665983,0.35237813,0.745686326,0.613477521,0.738835863,0.371933475,0.625277074,0.720829481,0.699315867,0.669431752,0.846550032,0.964409836,0.917508961,0.568771107,0.74029478,0.789406167,0.522151998,0.861145948,0.815569439,0.732553171,0.32877389,0.659462111,0.048049061,0.755451822,0.313250092,0.760858005,0.694660252,0.534293989,0.456979317,0.203635352,0.635294076,0.803149719,0.471590511,0.059685178,0.6249843,0.435370378,0.429539325,0.499663594,0.572047543,0.012341654,0.78057237,0.631908592,0.718643057,0.391441282,0.588569814,0.673403522,0.260536449,0.687152156,0.147939442,0.000246875,0.563136174,0.067252273,0.707255308,0.646271779,0.684487388,0.546249944,0.543494203,0.215077195,0.559422422,0.593220656,0.619453007,0.487234737,0.578996163,0.287940221,0.376090735,0.04372578,0.086916197,0.229076886,0.447142552,0.608246205,0.244464705,0.175275942,0.539843394,0.114539054,0.602652725,0.134422431,0.525654721,0.339162277,0.21406976,0.492673718,0.294293421,0.345548426,0.382287951,0.584518823,0.417059101,0.222344529,0.095549483,0.277838952,0.519451399,0.475740431,0.398707442,0.006547699,0.173845003,0.406569761,0.367509876,0.463961875,0.45126838,0.468710773,0.411230982,0.020855456,0.389538201,0.26576681,0.400771438,0.142768014,0.358144197,0.331705836,0.18826515,0.258385958,0.075915748,0.340329699,0.254180761,0.150244743,0.27384371,0.198304356,0.125133422,0.205175046,0.324326008,0.163072627,0.118143926,0.136341482,0.303593568,0.238706297,0.091903078,0.018130341,0.165923612,0.027904098,0.104521174,0.03333108,0.036916201
7,0.748129967,0.650338883,0.208032294,0.030981122,0.405509574,0.880898492,0.338323075,0.432696763,0.498525089,0.574976181,0.949405716,0.272143024,0.140489042,0.695651013,0.091751513,0.763964111,0.501804442,0.45500754,0.314501607,0.099073368,0.887758067,0.8570355,0.248402394,0.569695961,0.420333523,0.950448381,0.840291482,0.781284157,0.603767184,0.381206132,0.171129886,0.254017178,0.070186425,0.67914189,0.017689634,0.863717586,0.027067834,0.525466778,0.005950581,0.607191804,0.0388323,0.178813651,0.82636306,0.324075893,0.138055947,0.065840361,0.623132476,0.263212889,0.365784702,0.057126887,0.771596836,0.052987262,0.148436785,0.165588701,0.791806606,0.107861,0.184986309,0.192549226,0.467420878,0.127053319,0.087400363,0.237704806,0.291659475,0.044728319,0.100088939,0.362945276,0.062925295,0.124573678,0.150782247,0.376704957,0.023590152,0.113084744,0.045997892,0.44937841,0.215124627,0.002896328,0.075314014,0.241152183,0.130926224,0.200679599,0.012350172,0.163288014,0.222590569,0.199295658,0.683441066,0.27614628,0.156741456,0.308961516,0.298700872,0.967727576,0.225232871,0.269893545,0.082183731,0.522615624,0.115143389,0.871166723,0.352562165,0.257480213,0.186512537,0.286843479,0.539944228,0.331008386,0.212567709,0.558448706,0.599367827,0.280948648,0.84882326,0.340780308,0.99751577,0.32764129,0.315943159,0.453471937,0.928843246,0.437714243,0.669961103,0.962314757,0.51850145,0.233073587,0.560339459,0.718999828,0.713437713,0.77959517,0.78911737,0.301870035,0.34882544,0.593125139,0.395693136,0.410654161,0.392503288,0.477981732,0.388205243,0.832493851,0.426630888,0.985299025,0.359726589,0.404845384,0.980580941,0.938655895,0.907034645,0.373590855,0.534611878,0.442435175,0.64917877,0.493505352,0.919298067,0.513816871,0.74241704,0.672073567,0.418469226,0.811487559,0.582891455,0.485983636,0.640880012,0.709793309,0.903049038,0.75781829,0.839401669,0.994386219,0.765280894,0.631104736,0.896637618,0.484175221,0.694596373,0.542127905,0.551497475,0.589804105,0.702091349,0.460598209,0.850675841,0.613343197,0.470610047,0.505925722,0.616802452,0.663470429,0.54729104,0.807059647,0.879482631,0.657306702,0.579204271,0.629401011,0.8164402,0.73276995,0.637813557,0.725301144,0.958164668,0.73837704,0.753821916,0.97111395,0.920988384,0.687944003,0.722946087,0.804302695,0.795043716,0.978334459,0.821449572,0.910888298,0.868384629,0.933260399,0.892309591,0.941691786
7,0.736986125,0.727861565,0.14870293,0.937622989,0.923876157,0.694358999,0.493027712,0.963797395,0.064896757,0.633729905,0.211567056,0.648091882,0.331360063,0.361736076,0.269896232,0.503016868,0.444400274,0.09876237,0.306197211,0.581166364,0.114848634,0.830739766,0.407104219,0.779088637,0.657293417,0.83545749,0.591659742,0.771746611,0.169047316,0.842159964,0.310636652,0.51941188,0.388861911,0.791406572,0.46201294,0.479148885,0.507900899,0.206200117,0.565862067,0.598790499,0.741306415,0.864074344,0.012926922,0.868657661,0.271958198,0.968568673,0.795087216,0.881017135,0.180321709,0.623800506,0.195226262,0.907939985,0.118854676,0.992496635,0.988692925,0.432422716,0.678278344,0.928229854,0.970760387,0.898827344,0.684994013,0.819359556,0.979716201,0.823535964,0.750978558,0.980090499,0.339937117,0.528794141,0.58586125,0.913709583,0.277393056,0.828779833,0.228891593,0.9049714,0.550748997,0.083559988,0.007247452,0.61550846,0.046744088,0.043780333,0.152239504,0.783792602,0.749651152,0.468996427,0.157493871,0.056077856,0.383934455,0.810714997,0.571617618,0.290005506,0.107999775,0.459510275,0.138793898,0.026354912,0.203779362,0.946460702,0.756095993,0.688202616,0.194317638,0.132470356,0.140796096,0.015446593,0.347123435,0.264291446,0.104602876,0.351139469,0.069905894,0.089962839,0.001067543,0.67414422,0.419496157,0.031445718,0.036218628,0.806594757,0.078746735,0.930778642,0.91780596,0.242870187,0.99956757,0.215644571,0.021074303,0.053409124,0.122883873,0.254204964,0.522840723,0.944715634,0.472237523,0.092876092,0.703452957,0.485180794,0.40428949,0.175075402,0.164677102,0.174042396,0.344711113,0.603701848,0.072974939,0.127498214,0.886767237,0.237885594,0.660809157,0.232287371,0.222851224,0.763332266,0.802005596,0.848570434,0.956671496,0.950616364,0.302036339,0.246747932,0.859125463,0.28465202,0.892344978,0.286133351,0.18560346,0.370824782,0.876459825,0.357295451,0.874180291,0.29912227,0.258365191,0.393715957,0.414966491,0.329061148,0.396335196,0.73009833,0.854142006,0.697786588,0.768434865,0.667459343,0.626879842,0.564578036,0.367215053,0.608013567,0.49716648,0.319294532,0.320073171,0.720223205,0.5575917,0.436168351,0.420602433,0.786339355,0.534392551,0.712813498,0.709961962,0.61372573,0.454445512,0.637207354,0.37960101,0.48202734,0.54407941,0.716223752,0.548988604,0.428930599,0.650224196,0.447766706,0.537336875,0.512738661,0.644480154,0.579290431
8,0.610923164,0.831274661,0.085520162,0.952218442,0.20443448,0.73002901,0.783045106,0.851716502,0.505222474,0.484912293,0.191772469,0.342689488,0.63787919,0.417670259,0.282664014,0.918571639,0.845883243,0.496765735,0.219104506,0.749935066,0.348922685,0.425110355,0.267962971,0.866967405,0.562981191,0.018392467,0.359433228,0.619951168,0.182409647,0.910789243,0.539442177,0.118476453,0.09296652,0.894980908,0.020388431,0.705355161,0.712667657,0.988676834,0.071657241,0.199091649,0.258526196,0.063893212,0.575983395,0.096919344,0.369194357,0.147179936,0.011986837,0.297263069,0.111932654,0.188314261,0.750649125,0.006885853,0.16789837,0.979322586,0.045846508,0.052906076,0.760064704,0.037538896,0.567615792,0.100464722,0.172980158,0.301856857,0.433629759,0.691959435,0.88852882,0.058173291,0.077741551,0.960085713,0.12414773,0.993530348,0.127537739,0.234088113,0.905134694,0.226427737,0.142345136,0.286391979,0.21237095,0.279065114,0.840273258,0.723648134,0.777853809,0.134989479,0.817101621,0.351785397,0.294204041,0.083367427,0.043301233,0.254145899,0.136345503,0.632155512,0.24463525,0.403787426,0.923902655,0.028340619,0.410395029,0.034805068,0.474778748,0.544719328,0.957800531,0.002207414,0.435616104,0.337623776,0.406284364,0.835561815,0.533484613,0.974095825,0.33231614,0.152760848,0.934637632,0.880711926,0.936527501,0.872159116,0.235440618,0.765140822,0.209894355,0.16273365,0.260487125,0.863613328,0.06704285,0.220269981,0.3050415,0.820009614,0.66764459,0.107429907,0.515933368,0.156485096,0.595990955,0.176520231,0.391874157,0.245482632,0.310915442,0.364599599,0.585577399,0.274739229,0.704181,0.489054827,0.808058714,0.741140614,0.795269338,0.94851481,0.326484919,0.513455865,0.447434185,0.652785314,0.601767486,0.5465521,0.444607408,0.315937904,0.643864348,0.802073855,0.580222796,0.370879042,0.900522767,0.375288561,0.98275117,0.398651411,0.621141071,0.719297614,0.502738955,0.687092963,0.323683171,0.382948831,0.46989748,0.476142774,0.594237296,0.553785606,0.661048095,0.420747556,0.492818069,0.968687342,0.737424552,0.648887015,0.770473558,0.4516199,0.674876188,0.696499366,0.386795149,0.857407837,0.462932026,0.927003328,0.455894406,0.557812037,0.528171528,0.899341463,0.995477596,0.68345514,0.520185408,0.943009364,0.82739369,0.877196003,0.65621401,0.608030784,0.757233269,0.574060402,0.794368997,0.810781143,0.78784619,0.725617914,0.626524604,0.676571657
8,0.786041308,0.590089292,0.852365771,0.683886017,0.83630735,0.056376508,0.885366094,0.585922324,0.937556039,0.275133854,0.08945349,0.188225434,0.272862429,0.14697524,0.747203576,0.428099379,0.257668684,0.536858554,0.124860023,0.346407439,0.0518314,0.190891057,0.21132021,0.641398017,0.667980543,0.912398597,0.947603232,0.409797228,0.474863623,0.374518715,0.463211512,0.828275229,0.765983291,0.598500391,0.985267801,0.511977246,0.752680611,0.357522301,0.957843152,0.553297579,0.675617974,0.866840847,0.722059015,0.386578667,0.833220952,0.784040379,0.134599572,0.026513429,0.896669694,0.942963541,0.91838782,0.520356846,0.845160735,0.007380289,0.661803359,0.575676639,0.982532318,0.739619723,0.016082988,0.712073074,0.700541473,0.990905308,0.856206492,0.965300132,0.979448728,0.068985984,0.160017431,0.118448548,0.571800887,0.656244181,0.004064558,0.87864796,0.041454053,0.759369768,0.639653087,0.922783754,0.620952358,0.80995755,0.906472962,0.815025408,0.012177381,0.074812908,0.842809708,0.893491182,0.634782481,0.492610738,0.433375288,0.567303413,0.440582377,0.931290099,0.495242994,0.998021164,0.646218023,0.205484789,0.92577782,0.362608759,0.961215816,0.973380455,0.952039151,0.299593942,0.792680786,0.7729968,0.034402261,0.062183538,0.90279779,0.88159814,0.692784841,0.143762467,0.715530706,0.153042488,0.822557216,0.795934806,0.401512411,0.762912005,0.039108637,0.217378533,0.08024669,0.726548346,0.267208376,0.254174763,0.414117537,0.670936893,0.86428146,0.329899133,0.81359562,0.377847213,0.874947005,0.312961617,0.731656626,0.316211983,0.505631903,0.459067712,0.801979913,0.157036749,0.022972338,0.740359613,0.125978828,0.698199069,0.60606644,0.181105809,0.111180361,0.602605573,0.686446959,0.777406946,0.628439646,0.09792278,0.619614778,0.245844069,0.705957054,0.195801109,0.556113217,0.611096737,0.234226562,0.543084039,0.422579827,0.103451494,0.078732992,0.09083104,0.047222319,0.653532783,0.322499401,0.222328432,0.105921157,0.179428627,0.479899983,0.174048437,0.137237492,0.488088014,0.484850222,0.280309973,0.166070319,0.534846544,0.260267655,0.244914921,0.204165644,0.583275094,0.353102022,0.393251129,0.416815617,0.469465818,0.340946899,0.399787831,0.338940849,0.300193731,0.518104873,0.291260623,0.237792819,0.563627936,0.308098047,0.527820383,0.451072814,0.226345236,0.54966724,0.289502436,0.367828983,0.500402021,0.438403036,0.446033448,0.331152065,0.381768435
9,0.094974732,0.592501948,0.190362389,0.885557681,0.388710362,0.644434802,0.165275195,0.850577908,0.11071513,0.545569993,0.713726458,0.22967417,0.454960741,0.520263235,0.818140918,0.988154472,0.35665767,0.751827497,0.259684111,0.137463944,0.395003764,0.083193013,0.327705761,0.974285879,0.781977799,0.416462965,0.699593809,0.028400027,0.20703058,0.065272958,0.867436316,0.247024722,0.662428496,0.824819282,0.907287885,0.50898095,0.177568211,0.350569877,0.550066115,0.01106523,0.658963499,0.831612652,0.099628105,0.917063679,0.050841921,0.438435712,0.301215556,0.252445645,0.649950715,0.955917895,0.763068465,0.469456053,0.938733326,0.158913882,0.223284383,0.319709728,0.273139441,0.530145201,0.579959625,0.146794146,0.504041727,0.423317292,0.105426413,0.768704645,0.366248676,0.324965328,0.597670788,0.701667612,0.975479923,0.33175624,0.00956765,0.996110681,0.556932047,0.055582099,0.237635756,0.425390527,0.928067922,0.96181279,0.115301166,0.267962542,0.162091609,0.234283447,0.408607615,0.478521266,0.519812537,0.943706322,0.58099329,0.836714249,0.27525018,0.306362365,0.371831972,0.621483936,0.65159391,0.203439248,0.628747563,0.122968056,0.015868857,0.133627916,0.903140045,0.063917041,0.340289292,0.684753124,0.945267067,0.488700541,0.412390953,0.99030788,0.776520347,0.892036007,0.799928411,0.732284714,0.950766002,0.748734661,0.98173067,0.93238011,0.966458992,0.859708984,0.898791888,0.881803067,0.911008694,0.170418856,0.101429588,0.813095428,0.874509218,0.921888464,0.790812791,0.483509268,0.829391207,0.756761068,0.87759647,0.848547261,0.361834414,0.720171173,0.089807558,0.861416295,0.785055963,0.286125268,0.804975236,0.676298303,0.375506675,0.045162995,0.183917182,0.529128452,0.744557156,0.808061999,0.725673044,0.843808838,0.770575638,0.708338718,0.511144776,0.719514473,0.035816537,0.440367064,0.736538723,0.571899141,0.691329984,0.043851407,0.604479289,0.291776674,0.262967782,0.140512817,0.67061797,0.589203195,0.685828716,0.472858621,0.189657942,0.638832605,0.078166779,0.457986714,0.446725406,0.666620185,0.615417906,0.63014134,0.563589827,0.610303797,0.608772473,0.003935753,0.567318175,0.541557603,0.495753752,0.539791221,0.46362328,0.02335447,0.490055196,0.381181486,0.03012867,0.210091222,0.070224292,0.125771821,0.153943059,0.19837004,0.244198462,0.310795137,0.430557604,0.295790417,0.392218384,0.216238387,0.282169648,0.346341949,0.402908157,0.338729713
9,0.588854044,0.043587813,0.596563334,0.368296769,0.158025191,0.312208554,0.215250882,0.13351145,0.921518361,0.273658326,0.817869278,0.64644981,0.87877361,0.527234499,0.691836428,0.704436475,0.578376065,0.524017048,0.166259719,0.752937013,0.66173117,0.088043281,0.439881775,0.774288977,0.926939511,0.010884516,0.221182121,0.306656648,0.186961791,0.395118001,0.903339105,0.517445085,0.718623547,0.476926869,0.976745893,0.894846845,0.799188283,0.248549534,0.333049615,0.103478735,0.655721564,0.97072677,0.027245509,0.414548471,0.23760955,0.723597173,0.508044031,0.114736946,0.258252807,0.665043361,0.992569673,0.036579593,0.605237625,0.077159193,0.020482742,0.737613042,0.050742033,0.067492658,0.120991549,0.146394093,0.129567861,0.099555265,0.319532309,0.016900291,0.055204102,0.106137884,0.009137979,0.049499875,0.829465895,0.179923887,0.377774377,0.297979345,0.199036485,0.163379002,0.360128654,0.278189985,0.0002318,0.062383955,0.213428309,0.459729849,0.267140415,0.282271696,0.204737097,0.19150854,0.253687423,0.20812414,0.288795545,0.032857747,0.226807367,0.290923415,0.320155984,0.3423481,0.18037262,0.425421575,0.073321826,0.383757373,0.441945182,0.446727565,0.789576091,0.499428356,0.387269075,0.115356932,0.916050471,0.328882185,0.392781588,0.3749478,0.434772581,0.084145092,0.093317393,0.708124359,0.137849907,0.140228556,0.451773777,0.335239938,0.537544353,0.733071662,0.261144115,0.151349088,0.856569343,0.503034956,0.557383678,0.172284793,0.611639095,0.486639625,0.643702343,0.40126687,0.241047024,0.231488834,0.544745958,0.415449452,0.620431218,0.636873145,0.793400289,0.349276379,0.356400457,0.563472557,0.775791306,0.984188089,0.490299599,0.961245914,0.573425468,0.987033424,0.304037139,0.55206127,0.934643397,0.846586329,0.841231863,0.865053052,0.46661059,0.470815105,0.582853077,0.464127702,0.56624972,0.510862895,0.3528838,0.652944339,0.407692425,0.632081033,0.697822514,0.627950655,0.42274689,0.938251792,0.769814354,0.942984872,0.680470716,0.481122105,0.710296156,0.534004498,0.602709617,0.549908117,0.755820831,0.884671276,0.872762072,0.591875886,0.676136249,0.906896933,0.804602028,0.616776619,0.812354726,0.686487807,0.670316588,0.760786695,0.743009371,0.728146938,0.832759325,0.746744526,0.898556674,0.852711617,0.948751694,0.860520239,0.809648554,0.821437153,0.780025833,0.886119653,0.836278662,0.965352264,0.959340767,0.912804137,0.952581604,0.99685904
10,0.53745686,0.687762209,0.186500203,0.592699089,0.53471493,0.709759613,0.612691465,0.141966335,0.383861251,0.68009377,0.836862184,0.273674642,0.792296901,0.215080848,0.856951779,0.191810009,0.339505185,0.318460888,0.813486678,0.0797555,0.423986895,0.910561261,0.501308046,0.54145673,0.20899445,0.011790344,0.74178745,0.998075447,0.868433143,0.787848484,0.461267117,0.760704325,0.672385155,0.872980591,0.919021849,0.056454437,0.094044147,0.906875229,0.904656234,0.771910644,0.968561651,0.832014106,0.899777328,0.941601812,0.60061267,0.980717543,0.950640757,0.876862571,0.054025473,0.846599125,0.407226562,0.947353757,0.841187395,0.962530358,0.767486906,0.467583702,0.885006238,0.977704371,0.822835002,0.99135158,0.986543701,0.340381836,0.40023826,0.44571256,0.93540824,0.930139119,0.883332971,0.797564764,0.478976204,0.928878268,0.972764346,0.472109158,0.73215278,0.392488946,0.801936693,0.861427105,0.3675074,0.753210481,0.809807378,0.718876511,0.729415609,0.438058758,0.617514973,0.266411236,0.959106141,0.722508761,0.598447673,0.73848828,0.892130103,0.651248471,0.493539033,0.131540182,0.332530209,0.776327214,0.550063096,0.112997183,0.923799997,0.747024106,0.663287841,0.666292646,0.816806137,0.509209383,0.828942036,0.853732377,0.284022015,0.580108138,0.757165628,0.659744863,0.524557859,0.411497114,0.571974635,0.783636506,0.642749607,0.622164159,0.589495926,0.234562194,0.528063489,0.696437931,0.649139838,0.710391505,0.489188036,0.03787244,0.452172898,0.703826256,0.577512495,0.183944573,0.386496167,0.276900148,0.690942387,0.516362713,0.679170882,0.428351979,0.63075547,0.625116166,0.020256048,0.432318062,0.348536767,0.214515239,0.638582795,0.149688865,0.563234638,0.546804269,0.123489127,0.099767085,0.355485543,0.166457151,0.289724937,0.565547473,0.606134796,0.22053587,0.081550564,0.49790152,0.559575768,0.512298767,0.458490527,0.07138633,0.29222408,0.3774586,0.025838632,0.482706957,0.235282108,0.046978272,0.305150511,0.196962717,0.10311321,0.252521239,0.030118327,0.015141783,0.321405764,0.444273618,0.415997407,0.298416275,0.136080452,0.36212361,0.304785338,0.171445801,0.352280981,0.249831086,0.163465185,0.396675315,0.327618626,0.00875798,0.116416,0.043122831,0.201396431,0.257988737,0.067533904,0.370187283,0.311244948,6.06E-05,0.062343569,0.24036853,0.087569659,0.26325209,0.109796597,0.176650761,0.127710521,0.153401883,0.226569029,0.157432245
10,0.927462997,0.462084562,0.720845002,0.719156587,0.191957968,0.587485231,0.532866053,0.684171159,0.49234631,0.278226252,0.423603123,0.652043929,0.128906951,0.332129253,0.111988174,0.865581766,0.856199902,0.030452024,0.286370123,0.776278869,0.311960529,0.198005905,0.264525167,0.378702455,0.782645649,0.315331229,0.440430574,0.218774602,0.555966626,0.381785616,0.09099339,0.851628022,0.526021589,0.823741825,0.623374362,0.014178197,0.347899946,0.404768808,0.123801272,0.024354011,0.370408749,0.353310049,0.322853767,0.26894816,0.685379818,0.756772421,0.025152725,0.247509228,0.07650877,0.182278475,0.995839939,0.096064227,0.606994795,0.657584823,0.169357486,0.742911067,0.061331288,0.431880936,0.089750689,0.59747591,0.917448832,0.945928811,0.876417658,0.162596532,0.550176261,0.484843195,0.674406442,0.234410872,0.016022275,0.790897449,0.845216053,0.884292018,0.336857284,0.712471706,0.439304986,0.478049644,0.132883453,0.073891471,0.524509341,0.007099866,0.980100647,0.936308362,0.369264412,0.992032437,0.989349218,0.227247802,0.143414374,0.51067899,0.962227751,0.042223903,0.816488757,0.049189091,0.501785852,0.629051533,0.891235396,0.115769807,0.898526224,0.692784712,0.63956812,0.135181054,0.702461885,0.95053133,0.773858927,0.887809074,0.001132901,0.053049887,0.788836517,0.206095958,0.084448616,0.039651368,0.975873175,0.905179749,0.966269038,0.904693824,0.222161175,0.058577932,0.153787504,0.74976888,0.300560607,0.914900821,0.210491291,0.148453624,0.669201043,0.84144873,0.294516245,0.108669306,0.204597187,0.923374057,0.398238842,0.326243334,0.466616986,0.802131628,0.832501385,0.7605616,0.238164155,0.257985957,0.069516391,0.941066555,0.571223157,0.956194743,0.732946186,0.660287935,0.806448332,0.186014587,0.813838231,0.178947431,0.102441628,0.577920217,0.459429445,0.82760018,0.973576253,0.612835322,0.506372143,0.45365101,0.496289191,0.284909864,0.838216874,0.631057897,0.933659756,0.386069216,0.155971991,0.393872677,0.171595615,0.25365663,0.87418876,0.296487841,0.860468536,0.54421674,0.699703357,0.566665468,0.359665312,0.240732481,0.309603363,0.271794758,0.765733691,0.360051915,0.344378664,0.727520846,0.750691539,0.425227065,0.410447182,0.799527513,0.409437951,0.739965788,0.677995128,0.416331442,0.470264912,0.563083796,0.591598206,0.640895842,0.603642207,0.61588679,0.53975347,0.489642413,0.709147965,0.446466165,0.649816415,0.581477036,0.549167526,0.517184758
11,0.560203942,0.241280334,0.830610734,0.914401991,0.320721715,0.522215975,0.238535712,0.139404302,0.183577871,0.219580282,0.144755643,0.935414334,0.294561045,0.08088882,0.548983485,0.36986323,0.589203048,0.145109754,0.640331071,0.76018174,0.663790256,0.421387475,0.779550932,0.849550345,0.686414484,0.334778584,0.889242126,0.42603646,0.956323624,0.069431678,0.412804915,0.466470772,0.028787748,0.752641042,0.797547566,0.576651231,0.671416551,0.655642144,0.965482132,0.700025428,0.73558103,0.362067198,0.016591195,0.814931039,0.045425356,0.970255112,0.492116199,0.809129247,0.051625015,0.862777653,0.948403201,0.285276805,0.926522449,0.112205972,0.881063817,0.856836096,0.787326506,0.835366007,0.652230585,0.87918826,0.267999145,0.902266134,0.982654306,0.21407947,0.337575762,0.727444634,0.719026353,0.62155227,0.987774121,0.120171278,0.283793514,0.916063878,0.115983173,0.6972764,0.570641914,0.645367131,0.397976585,0.38373982,0.58101762,0.63580098,0.756783076,0.908222154,0.595915821,0.964225018,0.950977837,0.890641414,0.527356806,0.770426091,0.815734963,0.740858082,0.594204357,0.246742487,0.390568565,0.313146092,0.558150361,0.840318992,0.460539162,0.608300144,0.456145511,0.550282828,0.711364556,0.999762766,0.9942038,0.708359147,0.438060825,0.385453005,0.867026487,0.477602948,0.405592146,0.829848454,0.087923566,0.930973107,0.305464635,0.221362656,0.19581131,0.076822972,0.677910091,0.824831522,0.781387051,0.692588644,0.357475974,0.344404614,0.747877999,0.206834235,0.432612699,0.156920706,0.977740861,0.944525552,0.506904705,0.353653333,0.920811652,0.177241858,0.768386219,0.071379426,0.852744568,0.896767385,0.504252828,0.200837506,0.038148499,0.41944526,0.499359187,0.007363908,0.873792961,0.684340247,0.012928062,0.536553581,0.374671335,0.793181833,0.617791898,0.275288109,0.612497233,0.480652129,0.802475809,0.73151774,0.723680564,0.669539679,0.530839372,0.27383467,0.103651324,0.629549851,0.601165408,0.470308463,0.153319425,0.630984572,0.544683675,0.26149774,0.300909195,0.566085672,0.060615577,0.401385868,0.511915437,0.442115134,0.00161202,0.328741847,0.057718727,0.489162096,0.451496795,0.130923591,0.515320028,0.445039664,0.252307493,0.043020942,0.107084087,0.376492237,0.347009697,0.319492145,0.29998317,0.255770492,0.024538234,0.189461252,0.128251308,0.17277486,0.031335568,0.091958125,0.193616087,0.225363281,0.23239417,0.168820073,0.097542613,0.160267253
